,CNI,CNO,CNIO,AA,RA
0,0.5035777607259632,0.4440214070940872,0.5153458072221685,0.5154610308675474,0.5153561319215751
1,0.4970367465830159,0.47585144521622225,0.49970311449697513,0.49970311449697513,0.49970311449697513
2,0.49811874314125104,0.4751853261965018,0.4998208326801191,0.4998208326801191,0.4998208326801191
3,0.4954685659805956,0.46820144691828836,0.49847456676574503,0.49847456676574503,0.49847456676574503
4,0.4978613338110808,0.4615152058046312,0.49972006987056034,0.49972006987056034,0.49972006987056034
5,0.5103866836813737,0.4732038747869764,0.49975334110682573,0.49975334110682573,0.49975334110682573
6,0.4989254894059971,0.4684165366773405,0.4997649508075619,0.4997649508075619,0.4997649508075619
7,0.4969794106768586,0.4752020264287556,0.49901368511897426,0.49901368511897426,0.49901368511897426
8,0.4980460220592352,0.4761211578299087,0.5138770025674454,0.5138683644332823,0.5138683644332823
9,0.49741196768880874,0.46927972035806714,0.49940620903682625,0.4994118108383656,0.49940620903682625
10,0.4975021282315516,0.4623303015368072,0.4998431829383037,0.4998431829383037,0.4998431829383037
11,0.4953693829211616,0.4668560074538903,0.49961832489532,0.49961832489532,0.49961832489532
12,0.4986791291207254,0.47962724576034027,0.49983209268483797,0.49983209268483797,0.49983209268483797
13,0.49783818900724713,0.47578323644387693,0.4993671382326915,0.4993671382326915,0.4993671382326915
14,0.4993117649033673,0.4574916908201748,0.49953558119495517,0.49953558119495517,0.49953558119495517
15,0.5041656532900959,0.4596378867720578,0.5429149777057155,0.5430639440616133,0.5430639440616133
16,0.49856148128246464,0.4918881690358719,0.5110110033706219,0.5110146925325257,0.5110146925325257
17,0.49617845815915995,0.4703354215463236,0.49932758794589327,0.49932758794589327,0.49932758794589327
18,0.49466452273059497,0.4532175907705801,0.4967503626325436,0.4967559848425219,0.4967503626325436
19,0.49853347811971743,0.4649154231083547,0.4999832077647296,0.4999832077647296,0.4999832077647296
20,0.5141715279021857,0.4704910874238624,0.4995241400931566,0.4995241400931566,0.4995241400931566
21,0.49745049477211345,0.4663297210673181,0.49933320632501427,0.49933320632501427,0.49933320632501427
22,0.49694626547879195,0.4976390334390785,0.5092093670907203,0.5092196197227259,0.509213897323467
23,0.49678449386588985,0.4778947958097586,0.499439807293709,0.499439807293709,0.499439807293709
24,0.4959436259383521,0.47274991864809973,0.5068985273069992,0.5069081220338674,0.5069024302467423
25,0.4986058699035867,0.4789760702328029,0.5095928856744762,0.5096036264522046,0.5095979132725619
26,0.5124777443087019,0.4734107476792493,0.4993393279061174,0.4993505257382171,0.4993393279061174
27,0.4978161537427765,0.4742754110110648,0.4997760157684899,0.4997760157684899,0.4997760157684899
28,0.4951439433871275,0.46957394551796067,0.49955140354615496,0.49955701100182803,0.49955140354615496
29,0.500342852151379,0.46312655221497306,0.5111009716460411,0.5110977952508922,0.5110977952508922
30,0.4982526686006788,0.48683692641593623,0.4995967696770797,0.4995967696770797,0.4995967696770797
31,0.491995586877716,0.4542420012158602,0.5224345656370064,0.5224437127335771,0.5224378278882309
32,0.49571294075452244,0.47504539239201093,0.4995684920759454,0.4995684920759454,0.4995684920759454
33,0.49765952204976593,0.48459079007472755,0.4988745548612511,0.4988745548612511,0.4988745548612511
34,0.4971479800526699,0.47689807810836554,0.499618983582675,0.499618983582675,0.499618983582675
35,0.5041013079901869,0.457182506685844,0.5163597324851887,0.5163822059103635,0.5163589956515765
36,0.4985443959243086,0.47658716829022507,0.4997256746165043,0.4997256746165043,0.4997256746165043
37,0.5081344763596898,0.5683600849678704,0.8160584199654541,0.8160082104954492,0.8159408669082504
38,0.4976477967696409,0.47627635027666393,0.49937834628911937,0.4993951477407648,0.49937834628911937
39,0.5121062178883484,0.5107810873790527,0.5643716694935331,0.5643662181005107,0.5643653340908313
40,0.5070439528748049,0.45053877009854043,0.5050815846512988,0.5050908811709495,0.5050908811709495
41,0.4960313901345291,0.48021300448430493,0.49972533632287,0.49972533632287,0.49972533632287
42,0.49817487599234117,0.4761166287832133,0.49977045986406743,0.49977045986406743,0.49977045986406743
43,0.49975455223298226,0.45962307334325603,0.5092912432279714,0.5093759452074458,0.5092896483016598
44,0.49804066460656543,0.460298266827892,0.4999384208876349,0.4999384208876349,0.4999384208876349
45,0.498102052470691,0.4650363353376555,0.49964168542219534,0.49964168542219534,0.49964168542219534
46,0.49914971694524624,0.4719406591931261,0.49907699536819494,0.49907699536819494,0.49907699536819494
47,0.5076187760828224,0.5207428490568153,0.5610814400520069,0.5609500919086742,0.5609500919086742
48,0.4976143541956006,0.46427691411675104,0.49973679494646295,0.49973679494646295,0.49973679494646295
49,0.5111958855029284,0.5425468453855247,0.6493967364276371,0.6492445193376022,0.6489857638390478
