,0
0,0.5626560017377261
1,0.6287347553574113
2,0.7121272064175892
3,0.7515578515311745
4,0.7191158574933156
5,0.7512496992410713
6,0.7911588312975593
7,0.7695107480425829
8,0.7697497617259916
9,0.6723781802408989
10,0.8183952792250562
11,0.8036631172679968
12,0.7747938655200582
13,0.6214084972960534
14,0.7749826461716706
15,0.8664040432836403
16,0.8050534421021457
17,0.7384303244097215
18,0.8089718380269956
19,0.6161169664937804
