,CNI,CNO,CNIO,AA,RA
0,0.5627489634709747,0.6446105712493809,0.7045030679500224,0.7049757103446229,0.7042024704102088
1,0.6106327097995862,0.5570074211096638,0.6488243342345204,0.648179912654196,0.648064327229343
2,0.589641284446647,0.5898365108331175,0.7092751306459163,0.7055866945226068,0.710467935388261
3,0.5847631646557234,0.5602868614727122,0.650778221621535,0.650848000556048,0.6504213210216727
4,0.5836146997796176,0.6358252627427476,0.704711754850952,0.7052954884745964,0.7051142367520309
5,0.5996263248674972,0.6226811801489419,0.6629612468804664,0.6578271399450714,0.6627362647167592
6,0.5867699531794967,0.6062488417753932,0.6645679415384677,0.6619743902009715,0.6658333953267174
7,0.5985721485569248,0.6248098575308562,0.6763448951107531,0.677236822065808,0.6771130242154295
8,0.6087312245381603,0.6358210984844209,0.7301575389615519,0.7248787988218434,0.7298865290645842
9,0.6290506272221023,0.6050102825295838,0.6996995471700875,0.6946198026551541,0.6990680237327941
10,0.6242733863496049,0.606359143468915,0.7126333343358472,0.7133766565496316,0.7130514139204055
11,0.6028965950112932,0.5882913289333352,0.6809219267394866,0.6802505170789723,0.6797039546418244
12,0.5751016855860235,0.6125751678767577,0.6903006495120412,0.6901908120330188,0.6896898761462139
13,0.6362179722449776,0.6055187688643567,0.6974645432617984,0.698274081803031,0.6980809616839185
14,0.5738324977466158,0.6265659611106529,0.6603119550118292,0.6547650991578069,0.6596585774277063
15,0.6285601833859901,0.5883941010643042,0.6620990092036707,0.6626711415254936,0.6626133642266161
16,0.6327650810473581,0.5934435238218725,0.6620097438166861,0.6617096684631256,0.6611051722420785
17,0.6024691205427325,0.5664601027923689,0.6663991006485689,0.666844498700887,0.6664317587291293
18,0.5639487674869187,0.582723779426923,0.726324308985,0.7205286993083554,0.7255232312541934
19,0.6064223719013293,0.5597218219159621,0.6930196468771891,0.6854224759860922,0.6940607718208714
20,0.5992855433383757,0.6190043575444221,0.694832449030277,0.6960040640310673,0.695737824840261
21,0.6108284829069469,0.6013411455815463,0.6420161739965581,0.6424664364459857,0.6418474430786619
22,0.6071449171710829,0.6154007710154028,0.7129877137590781,0.7084047074967583,0.7133386827614678
23,0.6175853774769611,0.5862811075834563,0.6725241658670411,0.6720651592918644,0.6716041134030135
24,0.5637910509309372,0.5856101343149723,0.6682305141179748,0.6685319828417328,0.6682292209268125
25,0.5757963057157625,0.5856349115193082,0.6322552526437555,0.6281107710987687,0.6326549437612293
26,0.6108574780293832,0.6117300715196307,0.7500881991527186,0.7512471195016786,0.7508455100565262
27,0.5979067800434782,0.6289553663902236,0.7050052511928967,0.7057303020984884,0.7062803291767447
28,0.5394187407192794,0.6027980039679446,0.6778835863670166,0.6689855170510337,0.6779222657385577
29,0.5936881518427501,0.6207272419000216,0.6940164056118411,0.6884107890337331,0.6953042770473942
30,0.5832120289953175,0.5923471334798992,0.7039330466764182,0.6990861707168483,0.703418937995972
31,0.5858138633927146,0.5413439079420509,0.6397802612445693,0.6403120767323605,0.6400320489431621
32,0.6190432559316561,0.5965835948357401,0.6644755288001696,0.6601377853051014,0.6644305223105088
33,0.604555449968794,0.547854242801928,0.6867909903787589,0.6881029724709935,0.6878661659598307
34,0.5869282812782091,0.5957594331106698,0.6258640097490522,0.6263334085575014,0.626085665282542
35,0.6259798393311604,0.6241179942333646,0.6711366549755088,0.6673020209538632,0.6711426697191492
36,0.6023766892878906,0.606267372849523,0.6880865727871963,0.688579899108785,0.6880715476200413
37,0.5518562039832792,0.5860498117549583,0.6578053195810295,0.658206232901202,0.6577127670349862
38,0.5794577393197436,0.542457465989575,0.6141705508322184,0.6143061969223982,0.6141299109519082
39,0.5986287307897703,0.6013882394825847,0.7015836942977511,0.7024520856820744,0.7024195692161633
40,0.5713854879611704,0.5778617632711924,0.6731780874212636,0.6719263642340566,0.6718176557382513
41,0.5885050605853114,0.590409240688106,0.6837186642552234,0.6830383408606739,0.6828198135250675
42,0.6155991759359156,0.6194831593309951,0.711029928009691,0.7029850489968802,0.7116033286379932
43,0.6064046671409602,0.584918909379025,0.6389173888666955,0.6394473584708915,0.6389085789073398
44,0.5568254905799355,0.6256088670893092,0.6913900897131967,0.6913273481329715,0.6906399283617419
45,0.5630082579708167,0.5700712122606182,0.6811921672449325,0.6813504112166732,0.681048812749745
46,0.5626955283467177,0.6060679980475945,0.6893629010719812,0.6896173124033006,0.6888261622338465
47,0.5828870865928714,0.6126855964109387,0.6741779200577135,0.6746657235611064,0.674300730437135
48,0.5961482788404155,0.5975951110780521,0.6740954693203302,0.6700361550306604,0.6738745197861216
49,0.6410799349670594,0.6190502006421945,0.678049523118885,0.6788495352050641,0.6786664993195713
