,CNI,CNO,CNIO,AA,RA,TC,MS,MyMS
78,0.511493801,0.503992247,0.509099875,0.509321122,0.50927486,0.5,0.5,0.526553697
79,0.513470258,0.517680876,0.511407255,0.511476533,0.511406168,0.5,0.511111111,0.53192722
80,0.531388124,0.528213283,0.53623527,0.536976657,0.536819687,0.5,0.53793838,0.547616935
81,0.524179943,0.515384436,0.522860489,0.523251539,0.52308291,0.5,0.531608507,0.535913321
82,0.527471549,0.514413042,0.534023848,0.53452224,0.534346846,0.5,0.507027066,0.559044673
83,0.554802652,0.549234451,0.566936984,0.567639698,0.56747524,0.5,0.54427356,0.568703555
84,0.533550886,0.520532866,0.541904954,0.542762719,0.542622641,0.5,0.531709304,0.551142819
85,0.5468556,0.53205109,0.533408787,0.533991491,0.533877295,0.5,0.523783359,0.569521244
86,0.531687087,0.541769915,0.543380369,0.544181189,0.544054741,0.5,0.531622773,0.578693111
87,0.51636509,0.509173235,0.515302941,0.515419831,0.515241482,0.5,0.52435335,0.527951606
88,0.548947403,0.537780589,0.548804998,0.549583184,0.549396359,0.5,0.528390328,0.562280542
89,0.512403022,0.519175463,0.511709293,0.512208377,0.512060028,0.5,0.526994139,0.525762975
90,0.519998818,0.459849155,0.492315837,0.492501392,0.492315837,0.5,0.5,0.508158301
91,0.496168833,0.473376197,0.493134462,0.493309102,0.493134462,0.5,0.5,0.503499121
92,0.523768865,0.475211303,0.511553327,0.502404905,0.511801798,0.5,0.5,0.507755832
93,0.495874128,0.470708866,0.492987109,0.493172664,0.492987109,0.5,0.5,0.508358021
94,0.516599284,0.473413022,0.503293661,0.503469346,0.503279843,0.5,0.5,0.507803996
95,0.506696474,0.461639215,0.503624019,0.503849675,0.503671238,0.5,0.5,0.506101725
96,0.516120571,0.46571597,0.50316524,0.503428425,0.503294549,0.5,0.5,0.506934815
97,0.505303783,0.471871729,0.493074429,0.493249069,0.493074429,0.5,0.5,0.513720565
98,0.495715861,0.470114211,0.502696309,0.502898439,0.502737039,0.5,0.5,0.503970737
99,0.495666743,0.464307934,0.502008462,0.492948907,0.502141463,0.5,0.5,0.495339293
100,0.556088056,0.55998123,0.544030606,0.544173904,0.544041454,0.5,0.553125527,0.589508534
101,0.560250896,0.525235285,0.558072482,0.558627405,0.558452815,0.5,0.519214006,0.560709668
102,0.52530984,0.519770731,0.512623488,0.512877135,0.51268891,0.5,0.533324927,0.537340877
103,0.557973985,0.56447416,0.58274875,0.583060374,0.582839856,0.5,0.513108771,0.586036817
104,0.544944896,0.548227238,0.553304168,0.543212154,0.553559265,0.5,0.53117736,0.576802058
105,0.575571345,0.527381226,0.573996104,0.559985463,0.573973261,0.5,0.541623951,0.591065855
106,0.549520311,0.561650467,0.556973207,0.556944813,0.556757226,0.5,0.51880943,0.607606627
107,0.563786475,0.569109177,0.573736218,0.573839402,0.573561764,0.5,0.511879504,0.589521452
108,0.558312537,0.552576318,0.556543572,0.556501058,0.556286319,0.5,0.5,0.559938911
109,0.550714557,0.532002849,0.536987576,0.5371683,0.536937088,0.5,0.499942436,0.540629592
110,0.49306025,0.487889234,0.491077464,0.491280249,0.491077464,0.5,0.5,0.49843405
111,0.509272867,0.489241134,0.491516831,0.491719616,0.491516831,0.5,0.5,0.514709174
112,0.505767005,0.489567843,0.492192781,0.492395566,0.492192781,0.5,0.5,0.510788817
113,0.493499617,0.514692662,0.504760824,0.504935588,0.504704494,0.5,0.5,0.512201181
114,0.510886009,0.489004551,0.491595692,0.491719616,0.491595692,0.5,0.5,0.516483919
115,0.507611194,0.489308729,0.491922401,0.492091388,0.491922401,0.5,0.5,0.512753883
116,0.506799361,0.490288856,0.492812401,0.492981389,0.492812401,0.5,0.5,0.511370398
117,0.493578478,0.526861115,0.504553366,0.504734746,0.504503797,0.5,0.5,0.524475012
118,0.493172908,0.504160505,0.506797391,0.506927802,0.506730479,0.5,0.5,0.513910908
119,0.50795982,0.489905818,0.491606958,0.491787211,0.491606958,0.5,0.5,0.498986075
120,0.537751445,0.504981995,0.543272832,0.53251272,0.543929998,0.5,0.5,0.538480069
121,0.524318413,0.515505205,0.519129998,0.519898652,0.519748924,0.5,0.531878944,0.5347664
122,0.54925609,0.485430856,0.514982469,0.514650266,0.51451216,0.5,0.52855401,0.549333728
123,0.545567224,0.513782682,0.52969591,0.5299982,0.529721857,0.5,0.510390538,0.524074514
124,0.542764201,0.511442108,0.527426362,0.528245571,0.528021565,0.5,0.499982581,0.52359961
125,0.527308537,0.53890667,0.521543498,0.522304663,0.522122169,0.5,0.511601779,0.539395209
126,0.559141714,0.51724507,0.553578127,0.543198221,0.554431651,0.5,0.555536588,0.570614944
127,0.552041782,0.530903774,0.558177787,0.558875786,0.558672358,0.5,0.52379169,0.57683091
128,0.544924645,0.523457261,0.565415197,0.553039776,0.566329917,0.5,0.5,0.546232894
129,0.544013578,0.500176677,0.508479791,0.498514952,0.508688818,0.5,0.520372615,0.534446885
130,0.514609152,0.482421104,0.502586911,0.502826341,0.502621035,0.5,0.509803922,0.517735696
131,0.503849135,0.482243342,0.501323886,0.501440305,0.501257129,0.5,0.509433962,0.507155933
132,0.509336112,0.485128512,0.506329911,0.506738075,0.5065511,0.5,0.515151515,0.513200263
133,0.519655031,0.471241802,0.491507019,0.491737142,0.491507019,0.5,0.5,0.523059055
134,0.504029693,0.481850731,0.501549383,0.501672341,0.5014817,0.5,0.509803922,0.507442622
135,0.493743528,0.473981705,0.491176217,0.491334426,0.491176217,0.5,0.5,0.497641238
136,0.494692786,0.492384676,0.491960074,0.492161431,0.491960074,0.5,0.5,0.519392875
137,0.494218157,0.482287042,0.502955978,0.503246308,0.503018192,0.5,0.5,0.509805151
138,0.504372926,0.504603343,0.501963972,0.502114256,0.501901451,0.5,0.5,0.519139257
139,0.49407433,0.485415252,0.507080229,0.50713892,0.506968184,0.5,0.5,0.498561731
140,0.507468162,0.489827411,0.490995985,0.491310601,0.490995985,0.5,0.5,0.511096462
141,0.511570499,0.488898544,0.490786241,0.491085875,0.490786241,0.5,0.5,0.515026667
142,0.522594253,0.535279232,0.536731097,0.536537697,0.536276198,0.5,0.5,0.526723761
143,0.492314376,0.503451965,0.490906095,0.491205729,0.490906095,0.5,0.499985018,0.510655089
144,0.506322692,0.516360851,0.518224253,0.518630379,0.518312524,0.5,0.499985018,0.536570384
145,0.520770909,0.503641391,0.519197412,0.519660181,0.519366789,0.5,0.527762796,0.523684438
146,0.507767796,0.505100141,0.521906456,0.52200815,0.521752553,0.5,0.499970037,0.526273401
147,0.527777718,0.524741244,0.561876653,0.562027006,0.561674935,0.5,0.5,0.550660694
148,0.513715441,0.510569279,0.512399004,0.51284129,0.51254361,0.5,0.499985018,0.517702533
149,0.508981043,0.505648109,0.507599229,0.50774555,0.507481373,0.5,0.499985018,0.512699007
150,0.523643301,0.500064847,0.504667093,0.505005443,0.504929152,0.5,0.516117589,0.527885835
151,0.491414989,0.49436191,0.499897699,0.499902099,0.499756623,0.5,0.5,0.518788407
152,0.49143864,0.481801197,0.487962065,0.488056666,0.487962065,0.5,0.5,0.495139891
153,0.50226001,0.524564482,0.509580683,0.509930469,0.509796136,0.5,0.509988411,0.51560438
154,0.506325406,0.481860322,0.48862427,0.488789821,0.48862427,0.5,0.5,0.495636544
155,0.555659151,0.510980954,0.540592782,0.540768339,0.540672526,0.5,0.5,0.547481651
156,0.558486862,0.516913417,0.53912723,0.539895072,0.539780763,0.5,0.516655236,0.562279955
157,0.515891786,0.484296289,0.489026323,0.489203699,0.489026323,0.5,0.5,0.519662861
158,0.519787306,0.496741861,0.502751631,0.502664257,0.502554546,0.5,0.513877392,0.523015882
159,0.491225788,0.497572275,0.488174917,0.488328643,0.488174917,0.5,0.499988175,0.510268472
160,0.508408218,0.497204353,0.50407362,0.504457489,0.504304636,0.5,0.5,0.529359068
161,0.518015471,0.507917901,0.500493345,0.500825153,0.5006869,0.5,0.499986539,0.537016905
162,0.489176965,0.482311606,0.48614813,0.486242361,0.48614813,0.5,0.499959616,0.49547694
163,0.510918343,0.479067388,0.486350052,0.486525052,0.486350052,0.5,0.499959616,0.495571171
164,0.489876962,0.496201413,0.486336591,0.486484667,0.486336591,0.5,0.5,0.495450017
165,0.490186576,0.499441909,0.485623132,0.485744286,0.485623132,0.5,0.499973077,0.516255867
166,0.491963492,0.49362882,0.487575048,0.487709663,0.487575048,0.5,0.499973077,0.508600473
167,0.508480256,0.481732763,0.487009665,0.487090434,0.487009665,0.5,0.499959616,0.495894247
168,0.510218345,0.480225076,0.486134669,0.486215438,0.486134669,0.5,0.5,0.515275018
169,0.51088866,0.479659694,0.485838516,0.485946208,0.485838516,0.5,0.499959616,0.495517325
170,0.516627675,0.512197611,0.515235192,0.5156222,0.515516426,0.5,0.525,0.521261822
171,0.512372584,0.507494535,0.51085658,0.511366243,0.511104378,0.5,0.52173913,0.517590408
172,0.541677451,0.51043554,0.514316824,0.514927825,0.514666501,0.5,0.5,0.545856147
173,0.507152812,0.503021404,0.505661191,0.506154803,0.505846192,0.5,0.516666667,0.512691223
174,0.489497262,0.483673469,0.487108014,0.48728223,0.487108014,0.5,0.5,0.495569935
175,0.49039323,0.521838266,0.52618218,0.527083892,0.52684267,0.5,0.5,0.497710304
176,0.490890991,0.48591339,0.488675958,0.488999502,0.488675958,0.5,0.5,0.495868591
177,0.514541705,0.484743654,0.488825286,0.489173718,0.488825286,0.5,0.5,0.519514565
178,0.492334495,0.48889995,0.491065207,0.491314087,0.491065207,0.5,0.5,0.497909408
179,0.516428571,0.510555002,0.513992036,0.514407666,0.514354156,0.5,0.525,0.521261822
180,0.495354108,0.491614731,0.494730878,0.494985836,0.494730878,0.5,0.5,0.5
181,0.495580737,0.492351275,0.49470255,0.495042493,0.49470255,0.5,0.5,0.5
182,0.495524079,0.492181303,0.494532578,0.494815864,0.494532578,0.5,0.5,0.5
183,0.496147309,0.493144476,0.495212465,0.49572238,0.495212465,0.5,0.5,0.5
184,0.495410765,0.492747875,0.494730878,0.495070822,0.494730878,0.5,0.5,0.5
185,0.495580737,0.491501416,0.494787535,0.495212465,0.494787535,0.5,0.5,0.5
186,0.495807365,0.491104816,0.494787535,0.49509915,0.494787535,0.5,0.5,0.5
187,0.495467422,0.491331445,0.494532578,0.494787535,0.494532578,0.5,0.5,0.5
188,0.495750708,0.491274788,0.494560907,0.494844193,0.494560907,0.5,0.5,0.5
189,0.495637394,0.491048159,0.494617564,0.494872521,0.494617564,0.5,0.5,0.5
190,0.498035757,0.463841899,0.498135974,0.49829632,0.498135974,0.5,0.5,0.5
191,0.497955584,0.472099735,0.498095887,0.49823619,0.498095887,0.5,0.5,0.5
192,0.497995671,0.464162591,0.498276277,0.49847671,0.498276277,0.5,0.5,0.5
193,0.497795238,0.4665277,0.498015714,0.498135974,0.498015714,0.5,0.5,0.5
194,0.498075844,0.467369518,0.498055801,0.498196104,0.498055801,0.5,0.5,0.5
195,0.497795238,0.464002245,0.498055801,0.49829632,0.498055801,0.5,0.5,0.5
196,0.497995671,0.459913413,0.498055801,0.498216147,0.498055801,0.5,0.5,0.5
197,0.498075844,0.457989257,0.498436623,0.498657099,0.498436623,0.5,0.5,0.5
198,0.49835645,0.46135653,0.49853684,0.498697186,0.49853684,0.5,0.5,0.5
199,0.497955584,0.465204842,0.498156017,0.498316363,0.498156017,0.5,0.5,0.5
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
average,0.536740541,0.520574656,0.535581717,0.534892966,0.535882096,0.5,0.517096225,0.555354603
stdev,0.044710353,0.04524923,0.048030428,0.048012579,0.048424605,0,0.022354225,0.06471212
