,CNI,CNO,CNIO,AA,RA
0,0.5307891539577094,0.5247498905457548,0.4955454073444728,0.4962593221939016,0.4955454073444728
1,0.5286528428118421,0.526506672579598,0.49410944870634205,0.49481822080335447,0.49410944870634205
2,0.5234915903586896,0.5195170899466087,0.49582405997422985,0.49631603607824765,0.49582405997422985
3,0.5239146713379597,0.5255182868740422,0.4967816758480719,0.49722818208176284,0.4967816758480719
4,0.5376039591970119,0.5405894911459816,0.49320212122290635,0.4937893725308752,0.49320212122290635
5,0.5257761106113901,0.5243083994173123,0.49760356440711484,0.4980688917067042,0.49760356440711484
6,0.5471000704743515,0.5408388668962376,0.4935230851506328,0.4940103392952641,0.4935230851506328
7,0.5392718336845652,0.5303183170080735,0.4929228170756367,0.4934342773542041,0.4929228170756367
8,0.5377610715723418,0.5297089929847206,0.4944475947452982,0.49494967394386163,0.4944475947452982
9,0.5273100412095985,0.5251050776959687,0.4951818555731829,0.4955872847993419,0.4951818555731829
10,0.5236733005163576,0.52088768688531,0.49777800923514914,0.49817727320070826,0.49777800923514914
11,0.5636996509939025,0.5594296230564989,0.4860388366315217,0.48672484333090243,0.4860388366315217
12,0.5293568038686035,0.5194327872164207,0.49592517350305904,0.4963772796129502,0.49592517350305904
13,0.5326515577599572,0.5274931833516174,0.4948581560283688,0.4954018912529551,0.4948581560283688
14,0.5286121140672365,0.5259379769376343,0.4962909564448992,0.4968141757551799,0.4962909564448992
15,0.5288821202779602,0.5199380271328667,0.4952870912423866,0.49587250901779906,0.4952870912423866
16,0.5364998436358072,0.5287959273578916,0.4915695781170852,0.49221482499939695,0.4915695781170852
17,0.5391760680815885,0.5409222961308189,0.4936343625438753,0.4943125706466774,0.4936343625438753
18,0.524836787456907,0.5208948149315912,0.4972281499350529,0.49762827055112263,0.4972281499350529
19,0.5403081942879087,0.5419026459313697,0.4925415024483459,0.4930908873760898,0.4925415024483459
20,0.5479833351889645,0.5346769037349969,0.4921684063519582,0.492734255547128,0.4921684063519582
21,0.5318186669692618,0.5298012839547013,0.4924822323543767,0.4931072249139891,0.4924822323543767
22,0.5416612307758897,0.5320463539041188,0.4923330338424678,0.4930697813716682,0.4923330338424678
23,0.5377253079933054,0.5356552080325789,0.49475132250141696,0.4953948611373512,0.49475132250141696
24,0.5368402889330507,0.5311668910071394,0.4922186894886567,0.49295976668021324,0.4922186894886567
25,0.5500579084619509,0.544303538772183,0.49085391706743875,0.49164738518940265,0.49085391706743875
26,0.5394475721296884,0.5351427518214943,0.49100409069517686,0.49159537111896806,0.49100409069517686
27,0.5264521065415617,0.5246837213005242,0.4954918995069265,0.49592040385066916,0.4954918995069265
28,0.5308218789292504,0.5242555117772201,0.493612541780162,0.4941775404122706,0.493612541780162
29,0.5322208672081442,0.5244317468240727,0.49430238361177786,0.4948667981653556,0.49430238361177786
30,0.5357219553117394,0.5332680683412739,0.49273597581457845,0.49334780939584433,0.49273597581457845
31,0.5254651722470137,0.5257787549347951,0.4949391279728199,0.49569412986032463,0.4949391279728199
32,0.5240862503840881,0.5262151041862075,0.4963257199602781,0.4968339272153747,0.4963257199602781
33,0.5332461286646416,0.5274066722324836,0.49494866045084385,0.4955918800896967,0.49494866045084385
34,0.5300460367706408,0.5278085545017153,0.4929704591916028,0.4933888842397217,0.4929704591916028
35,0.5263132932107059,0.5228271086182931,0.495165541778466,0.4958215623928795,0.495165541778466
36,0.5376435675152967,0.5348612044716139,0.4901821337737009,0.4908450958884295,0.4901821337737009
37,0.5436071078909025,0.5421244672371133,0.4923195635789398,0.4927562239050593,0.4923195635789398
38,0.5274381982637436,0.5258276112892878,0.49590376194736097,0.49642167710344176,0.49590376194736097
39,0.5239968520387174,0.5214819270478812,0.4971073945513832,0.4976099482252843,0.4971073945513832
40,0.525267326657016,0.5232783934999053,0.49611606256351554,0.4966709107687276,0.49611606256351554
41,0.5227718977828317,0.5183183300536512,0.49695792277893464,0.49753958190342135,0.49695792277893464
42,0.5267937483909069,0.5250406919177888,0.4973245272944645,0.49770176314231657,0.4973245272944645
43,0.5223413104415848,0.5228215307116827,0.49682158990359987,0.49723489964141016,0.49682158990359987
44,0.5287253446129838,0.5270910763564021,0.49545156915018007,0.4960595856133951,0.49545156915018007
45,0.5331792026519332,0.5287820774105313,0.4939242697268589,0.49451109635811835,0.4939242697268589
46,0.5223421825518458,0.5216913187098928,0.49808218861559433,0.4984056748732049,0.49808218861559433
47,0.5308630652332348,0.5219128447166017,0.4943053067422795,0.4949518917059165,0.4943053067422795
48,0.5326763841247351,0.5291507156688464,0.4935176052572162,0.494064241660824,0.4935176052572162
49,0.5532610212713036,0.5511515150221638,0.4914609065871288,0.49224866802169653,0.4914609065871288
