,CNI,CNO,CNIO,AA,RA
0,0.506437269208062,0.45719141872640134,0.5693550273171277,0.5658112264043701,0.5694193017131827
1,0.4887707147670649,0.5033601577986886,0.5778042961775137,0.5786425771162388,0.577636462908946
2,0.40763771135874954,0.5135755890272452,0.5847703043262231,0.5852083862204835,0.5846414766526286
3,0.5076982102411285,0.5047934801945099,0.5502652570411057,0.5459791284171355,0.5503036661670289
4,0.4927194554539408,0.5155053222046018,0.6081943349139592,0.6077128393349961,0.607146737155233
5,0.4909775094017128,0.49597036136823824,0.5745793705629242,0.5717772718520281,0.5745055989782579
6,0.47929306658190807,0.5124986961213324,0.573440142308724,0.5739167420701282,0.5734059120036576
7,0.5121299284966079,0.522942169079982,0.558152749971968,0.5584255237688162,0.5579688043570972
8,0.5459613863675525,0.560555517099348,0.6236156624441751,0.6196856180493474,0.6229647870417964
9,0.4974824344254806,0.5155915302388917,0.5954425219596873,0.5963097718976911,0.5954030619569899
10,0.44798364644554933,0.5170588371166122,0.5597040869634021,0.5557555655702537,0.5596790229149292
11,0.5065848527705435,0.5253552310454378,0.61990420675286,0.6206346706910169,0.6198780317518829
12,0.5479505578010294,0.5301481343791948,0.6316050813070382,0.6317234747471334,0.6312808459269382
13,0.4461681371494154,0.533407442643622,0.5676535323676093,0.5646395901524849,0.5671997402587596
14,0.4784148804136923,0.4859904223907995,0.5518155907309065,0.5520027212816266,0.5517013552186206
15,0.5095148604509057,0.5100474366305022,0.5799750669339936,0.5759542664745969,0.5797998974210473
16,0.4975253250342502,0.49024951976839426,0.5672380799492132,0.5642320946124674,0.5672622055446
17,0.49435525451373946,0.5254951860997213,0.6063553451283329,0.5987636544865551,0.6060318057223115
18,0.4929629506531491,0.48824451052506396,0.5730897582771861,0.5690035905803612,0.5731826646738616
19,0.4507811678449298,0.5537616863103021,0.5902432518495544,0.5911938195205216,0.5903940751547464
20,0.4660631493833245,0.47932050298794415,0.563072515772597,0.5599800283177978,0.5632004837623803
21,0.46725936575760485,0.5352512320583289,0.5796650134812139,0.5755389856659043,0.5797955075149572
22,0.5416950917101276,0.5046627287464809,0.6550011610398301,0.6550126392286272,0.6545709392932416
23,0.5193260813534556,0.5440097459489227,0.6284993445218904,0.6207701728719213,0.6281166732492616
24,0.5089761211242158,0.4849264907714262,0.6430673320540086,0.6439630541074121,0.6433060421796246
25,0.5169734181564214,0.4771745772926453,0.5415545478354905,0.5420849268170879,0.5417239874924432
26,0.5015583790123607,0.5056460514915642,0.5686499568530695,0.5688410578203594,0.5683996590784788
27,0.5256618281536,0.5348713561178252,0.6397190835716117,0.6401840021922564,0.6393610062494661
28,0.5268564100256492,0.5118289609863654,0.560375343112991,0.5556160284390047,0.5602618345857894
29,0.5194849639791452,0.4678497943550363,0.6195553469575478,0.6108332485118543,0.6201905278911872
30,0.36152361805098215,0.5153672912047079,0.5920007622949004,0.5918051284220194,0.5901919482727022
31,0.48804110836426706,0.4954432852270012,0.5546332478494805,0.5547512381099209,0.5544801695763052
32,0.4415993601658162,0.5030188232908656,0.5336000811057416,0.5339851644080972,0.5336164712243587
33,0.5066136904696337,0.5101178809404958,0.6028935990406022,0.5968301215912923,0.6030640596781821
34,0.521784855334539,0.5359055153707053,0.5967448462929476,0.5932890596745026,0.5965544303797469
35,0.4911241010427202,0.49864072032249135,0.5846228873233933,0.5855078551789786,0.5850181080983917
36,0.48951969141229557,0.4787567036889569,0.6053469532410616,0.6061064667303687,0.6048763644398569
37,0.41701455496644035,0.5094403809263396,0.5374390917324972,0.5378330417426797,0.5372728690384131
38,0.5600686818512512,0.4583689685292756,0.6119958332478088,0.6072325763847551,0.6117354397440196
39,0.5078998348553843,0.5322041821904077,0.5703125667539286,0.5712675868212338,0.5702545721683934
40,0.533076240983308,0.5109553397141077,0.5780446250933373,0.578321078016107,0.5775529094861486
41,0.49869380847986255,0.5101930117976767,0.6127911750968071,0.6128441930720667,0.6120714301857795
42,0.45464216678776537,0.47863291687318754,0.5652202489311977,0.5530705650593398,0.5652503325525488
43,0.4646417250946917,0.5300183769773854,0.616742000814627,0.6170410673007297,0.6164847100763103
44,0.48105141234678606,0.5324560112189793,0.5722581090645739,0.5731441383583293,0.5720347392618383
45,0.4740556384344803,0.48666470635270687,0.5751034425366679,0.5642735903218051,0.5756651322186965
46,0.44790251451274143,0.499970091741172,0.536300907956851,0.5324154874612036,0.5363623646048299
47,0.4855104221978693,0.5271964570176132,0.5896959316710539,0.5908456384937806,0.5893523437235209
48,0.5079436260510845,0.5379121222250505,0.6588155761050779,0.6501221278644953,0.6582252471361928
49,0.46317192167597304,0.5161181121278966,0.5260696267499508,0.5263133883222554,0.525746572899149
